aX,aY,aZ,gX,gY,gZ
0.22,-0.674,0.191,-180.359,-20.996,0.854
0.212,-0.681,0.26,-179.382,-36.316,-7.935
0.192,-0.694,0.369,-180.176,-34.973,-9.827
0.188,-0.684,0.402,-184.448,-21.118,-9.338
0.18,-0.687,0.452,-187.134,-12.512,-9.033
0.158,-0.701,0.502,-193.909,-8.911,-3.967
0.131,-0.665,0.626,-190.124,-16.296,-1.953
0.138,-0.634,0.669,-169.861,-41.931,-10.864
0.135,-0.6,0.73,-165.71,-48.95,-18.005
0.115,-0.604,0.779,-175.659,-29.846,-18.799
0.107,-0.615,0.883,-179.687,-12.268,-13.428
0.107,-0.625,0.94,-171.753,4.395,-5.798
0.103,-0.62,0.976,-158.508,1.648,-4.333
0.105,-0.592,0.959,-138.123,-18.555,-5.005
0.119,-0.515,0.956,-138.855,-31.25,-9.521
0.1,-0.523,1.005,-150.574,-47.18,-23.071
0.046,-0.58,1.092,-150.024,-45.044,-23.499
0.037,-0.589,1.111,-126.221,-22.217,-11.353
0.075,-0.513,1.044,-112.549,-2.502,-3.296
0.093,-0.481,1.027,-106.75,23.621,-1.282
0.091,-0.465,1.117,-110.291,10.376,-4.883
0.072,-0.471,1.186,-107.056,-52.612,-19.043
0.013,-0.539,1.342,-99.609,-70.923,-23.193
-0.004,-0.571,1.393,-86.609,-69.519,-20.874
0.007,-0.541,1.31,-50.781,-24.048,-0.732
0.022,-0.504,1.224,-39.795,6.348,9.705
0.036,-0.469,1.162,-38.635,37.415,16.174
0.036,-0.439,1.163,-42.236,25.574,10.681
0.021,-0.453,1.196,-40.588,-18.86,-2.93
0.007,-0.483,1.23,-33.447,-27.71,-3.784
0.013,-0.48,1.211,-13.672,-10.376,4.944
0.042,-0.436,1.097,-5.493,2.991,9.46
0.057,-0.41,1.032,-0.61,19.653,12.695
0.076,-0.378,0.942,-2.502,22.888,11.78
0.079,-0.371,0.919,-6.409,18.738,7.629
0.085,-0.354,0.884,-6.409,10.681,4.883
0.086,-0.346,0.87,-7.568,-4.639,-0.793
0.083,-0.347,0.877,-8.789,-6.226,-1.892
0.081,-0.351,0.886,-7.08,-2.319,-0.732
0.082,-0.346,0.886,-6.165,0.122,0.366
0.084,-0.339,0.884,-8.545,0.244,-0.671
0.069,-0.348,0.898,-11.414,-3.052,-2.686
0.061,-0.362,0.922,-14.038,-5.92,-3.967
0.058,-0.376,0.96,-12.878,-5.859,-3.357
0.05,-0.38,0.961,-9.644,-4.639,-2.808
0.044,-0.382,0.961,-5.554,-1.343,-0.122
0.044,-0.378,0.967,-4.822,1.465,1.892
0.055,-0.367,0.962,-3.662,4.517,3.54
0.061,-0.353,0.938,-5.737,1.892,1.16
0.047,-0.364,0.95,-11.108,-4.395,-2.747
0.042,-0.371,0.981,-9.888,-4.028,-1.831
0.047,-0.365,0.982,-2.747,-0.488,1.038
0.044,-0.353,0.963,0.061,-0.244,1.709
0.046,-0.347,0.954,1.16,1.77,2.075
0.052,-0.347,0.945,-0.366,3.967,1.892
0.05,-0.352,0.946,-1.709,4.761,1.953
0.056,-0.35,0.944,-1.099,1.465,2.319
0.059,-0.35,0.944,0.122,-1.099,1.709
0.061,-0.352,0.941,2.747,-2.563,1.16
0.066,-0.347,0.925,2.747,-0.916,1.16
0.066,-0.346,0.92,-0.427,0.183,-0.366
0.064,-0.354,0.929,-1.709,-0.793,-1.038
0.063,-0.354,0.935,-1.343,-1.404,-1.282
0.058,-0.352,0.933,-0.366,-1.282,-1.16
0.057,-0.347,0.927,-0.549,-0.244,-0.793
0.048,-0.347,0.932,-1.282,0.244,-0.854
0.047,-0.347,0.936,-1.892,1.099,-0.488
0.048,-0.345,0.938,-2.075,1.404,-0.244
0.048,-0.347,0.938,-2.258,1.404,-0.061
0.051,-0.351,0.937,-2.197,1.648,0.549
0.051,-0.35,0.938,-1.892,1.953,0.732
0.049,-0.35,0.938,-0.732,1.16,0.916
0.05,-0.35,0.933,-0.122,0.916,1.221
0.055,-0.347,0.93,0,0.671,0.916
0.059,-0.345,0.93,-0.977,0.305,-0.061
0.057,-0.348,0.936,-2.197,-0.61,-1.221
-0.082,-0.584,2.183,96.924,-68.359,-3.479
-0.125,-0.639,2.306,141.907,-61.401,1.099
-0.16,-0.639,2.396,163.574,-43.457,9.949
-0.129,-0.594,2.371,180.603,2.747,25.696
-0.023,-0.478,2.224,172.607,31.677,30.396
0.015,-0.462,2.241,171.631,51.331,23.926
0.033,-0.4,2.038,211.304,34.058,19.592
0.064,-0.257,1.741,299.622,24.597,27.344
0.135,0.069,1.085,317.81,40.283,30.09
0.15,0.173,0.83,320.19,68.054,25.391
0.134,0.306,0.373,317.993,77.026,21.912
0.121,0.341,0.211,310.059,87.341,19.043
0.12,0.354,0.136,289.307,76.111,3.662
0.08,0.271,0.021,287.964,40.955,-9.888
0.043,0.174,-0.026,285.339,-39.734,-29.663
-0.021,-0.035,-0.101,284.912,-58.899,-32.349
-0.054,-0.128,-0.209,293.945,-32.837,-19.531
-0.073,-0.225,-0.71,304.443,7.507,-2.686
-0.088,-0.159,-1.23,306.335,159.18,44.556
-0.32,-0.045,-2.489,266.602,257.812,65.857
-0.434,-0.102,-2.796,121.216,302.124,79.895
-0.268,-0.355,-2.256,44.983,187.805,60.059
-0.115,-0.525,-1.6,-16.113,20.63,21.912
-0.065,-0.866,-0.346,-74.097,-223.267,-51.27
-0.129,-1,0.073,-78.613,-235.779,-60.974
-0.162,-1.1,0.342,-66.101,-106.689,-24.963
-0.056,-1.202,0.48,-52.551,-27.222,2.258
0.024,-1.19,0.381,-20.508,53.101,32.532
0.092,-1.075,0.061,-9.399,51.819,31.799
0.075,-1.006,-0.088,-3.784,27.222,20.203
0.026,-0.905,-0.297,-8.484,21.729,18.372
0.032,-0.869,-0.344,-26.855,20.203,22.278
0.08,-0.833,-0.341,-36.865,18.066,24.109
0.114,-0.826,-0.312,-53.894,8.911,24.78
0.176,-0.812,-0.256,-61.157,2.808,23.01
0.192,-0.807,-0.237,-75.439,-3.601,18.005
0.193,-0.803,-0.219,-81.543,-4.456,16.174
0.184,-0.796,-0.223,-92.712,-1.831,15.015
0.176,-0.771,-0.21,-100.159,2.502,15.076
0.178,-0.763,-0.178,-117.554,7.263,13.306
0.186,-0.773,-0.068,-125.732,3.967,10.803
0.189,-0.783,-0.001,-135.62,-16.724,1.831
0.155,-0.811,0.108,-136.78,-29.663,-3.601
0.133,-0.816,0.145,-136.658,-38.147,-6.775
0.113,-0.81,0.169,-140.564,-26.428,-3.418
0.099,-0.781,0.219,-144.409,-8.728,2.625
0.121,-0.756,0.239,-150.696,19.897,12.695
0.158,-0.734,0.301,-156.677,19.775,13.55
0.166,-0.727,0.359,-161.621,-15.198,6.836
0.139,-0.734,0.487,-156.128,-40.833,0.244
0.116,-0.732,0.528,-136.963,-66.162,-3.601
0.105,-0.675,0.559,-129.883,-58.044,0.366
0.107,-0.642,0.55,-129.578,-6.226,11.475
0.112,-0.599,0.55,-135.803,26.367,17.395
0.126,-0.603,0.582,-146.79,46.265,25.574
0.131,-0.611,0.718,-143.982,17.944,25.085
0.124,-0.62,0.782,-112.793,-61.523,13.245
0.137,-0.581,0.802,-96.68,-80.505,6.958
0.143,-0.549,0.774,-92.163,-74.768,2.686
0.144,-0.541,0.839,-120.3,-8.667,7.08
0.157,-0.546,0.904,-132.385,25.452,14.282
0.177,-0.543,0.951,-130.615,40.771,21.362
0.184,-0.55,0.983,-120.911,15.564,16.418
0.171,-0.555,1.006,-101.929,-59.631,0.916
0.165,-0.544,1.059,-96.741,-78.918,-3.54
0.162,-0.539,1.055,-100.403,-45.593,-4.028
0.156,-0.535,1.081,-105.652,-7.812,1.831
0.172,-0.526,1.091,-102.661,45.837,15.442
0.219,-0.493,1.117,-97.839,44.922,16.968
0.223,-0.489,1.15,-84.229,-13.245,3.967
0.188,-0.505,1.199,-75.623,-48.34,-5.005
0.167,-0.511,1.22,-68.115,-69.702,-11.292
0.124,-0.527,1.231,-55.298,-58.899,-12.268
0.117,-0.527,1.201,-47.058,-36.804,-7.019
0.121,-0.512,1.149,-31.677,10.437,7.935
0.144,-0.44,1.03,-29.358,25.513,12.695
0.145,-0.414,1.015,-33.447,18.005,7.629
0.128,-0.408,1.068,-33.447,-2.747,0.854
0.112,-0.422,1.099,-23.926,-39.49,-8.728
0.085,-0.447,1.117,-16.357,-42.175,-7.69
0.085,-0.438,1.098,-3.113,-19.348,2.441
0.097,-0.399,1.023,-0.916,-2.686,7.08
0.104,-0.379,0.983,-5.127,14.587,7.568
0.085,-0.383,0.962,-8.85,10.742,4.272
0.077,-0.396,0.972,-9.583,-6.348,-0.061
0.078,-0.401,0.976,-7.08,-10.437,-0.061
0.082,-0.398,0.969,-4.089,-10.01,0.488
0.087,-0.396,0.957,0.122,-1.343,2.93
0.099,-0.382,0.935,0.305,3.235,4.272
0.1,-0.379,0.927,-1.465,4.15,4.272
0.108,-0.374,0.921,-2.258,1.221,3.113
0.109,-0.376,0.929,-3.723,-6.714,-1.648
0.093,-0.397,0.95,-3.296,-9.705,-2.93
0.089,-0.4,0.95,-1.038,-6.287,-0.366
0.093,-0.391,0.944,0,-2.258,1.099
0.092,-0.391,0.936,3.174,-0.671,2.136
0.088,-0.393,0.915,3.723,-0.793,2.747
0.092,-0.385,0.91,3.113,-0.244,3.174
0.096,-0.378,0.907,0.549,-3.235,0
0.087,-0.385,0.914,-1.587,-6.104,-2.075
0.079,-0.391,0.923,-2.625,-5.859,-1.587
0.078,-0.385,0.931,-1.465,-2.502,-0.061
0.077,-0.385,0.929,-0.183,4.517,2.258
0.072,-0.385,0.924,0.183,7.019,3.418
0.076,-0.378,0.916,2.075,7.08,3.601
0.082,-0.373,0.895,1.404,3.418,1.831
0.08,-0.38,0.904,-2.869,-2.625,0.061
0.088,-0.384,0.921,-2.686,-2.258,0.916
0.094,-0.378,0.912,-1.465,-1.038,1.648
0.089,-0.38,0.906,-2.563,1.648,1.709
0.088,-0.383,0.911,-3.418,2.991,2.319
0.099,-0.372,0.904,-1.465,4.7,3.662
0.1,-0.365,0.891,-2.258,-2.502,-0.122
0.092,-0.372,0.909,-4.822,-7.812,-2.441
0.092,-0.378,0.927,-6.165,-11.108,-3.662
0.091,-0.381,0.939,-4.7,-8.972,-3.235
0.088,-0.383,0.942,-4.028,-5.066,-2.136
0.085,-0.387,0.943,-2.197,2.075,0.61
0.085,-0.384,0.932,-1.099,4.272,1.709
-0.136,-0.612,1.853,136.292,-49.133,18.066
-0.147,-0.615,1.848,175.842,-59.692,22.461
-0.171,-0.607,1.785,195.312,-65.125,23.499
-0.187,-0.607,1.726,221.558,-38.818,33.691
-0.199,-0.592,1.648,230.652,-17.822,40.405
-0.195,-0.569,1.577,260.986,12.939,55.115
-0.109,-0.438,1.306,276.917,16.235,59.692
-0.057,-0.379,1.146,284.668,0.916,54.016
0.01,-0.298,0.943,278.87,-8.606,48.706
0.03,-0.266,0.922,273.01,-16.357,44.189
0.038,-0.248,0.931,276.306,-34.973,35.339
0.034,-0.235,0.927,283.386,-44.25,32.043
0.01,-0.245,0.889,291.87,-43.64,34.546
-0.022,-0.256,0.667,292.969,-27.649,43.64
0.002,-0.232,0.49,289.795,22.644,64.758
0.116,-0.151,0.123,286.621,33.875,66.895
0.157,-0.131,-0.061,281.677,17.761,52.795
0.227,-0.148,-0.391,275.513,10.01,44.678
0.252,-0.164,-0.554,255.371,19.897,37.292
0.212,-0.162,-1.021,243.896,41.626,41.016
0.169,-0.133,-1.272,228.516,76.355,52.49
0.123,-0.096,-1.509,179.504,164.185,86.548
0.097,-0.036,-1.926,143.616,188.66,94.482
0.108,-0.047,-2.024,47.974,142.029,60.73
0.061,-0.21,-1.754,-0.671,81.665,26.001
-0.01,-0.338,-1.449,-74.89,-24.17,-30.762
-0.178,-0.627,-0.765,-99.731,-41.443,-38.818
-0.196,-0.753,-0.481,-117.126,-19.409,-19.714
-0.115,-0.898,-0.206,-112.854,-4.822,-7.874
-0.07,-0.92,-0.2,-98.389,9.033,5.859
0,-0.884,-0.283,-95.52,11.78,10.315
0.029,-0.847,-0.318,-105.713,20.264,16.296
0.081,-0.798,-0.315,-115.112,25.391,18.066
0.116,-0.783,-0.283,-128.479,21.423,16.052
0.157,-0.766,-0.218,-131.226,8.423,10.986
0.156,-0.757,-0.183,-134.033,-21.118,1.343
0.15,-0.726,-0.119,-138.184,-26.672,-1.038
0.146,-0.71,-0.093,-155.09,-11.475,1.648
0.171,-0.676,-0.015,-165.1,1.221,5.31
0.186,-0.672,0.039,-177.917,10.254,6.348
0.209,-0.661,0.142,-179.504,3.174,3.235
0.215,-0.654,0.199,-187.134,-23.499,-11.658
0.163,-0.678,0.371,-192.993,-31.921,-19.287
0.126,-0.707,0.46,-197.449,-29.602,-22.156
0.091,-0.739,0.536,-195.068,-0.671,-8.728
0.078,-0.753,0.624,-185.12,12.573,1.953
0.115,-0.737,0.642,-172.058,14.709,11.719
0.152,-0.714,0.735,-181.03,3.54,10.62
0.129,-0.734,0.807,-189.514,-28.503,-7.263
0.039,-0.817,0.969,-178.223,-41.626,-14.893
0.025,-0.829,0.985,-137.207,-33.569,-5.31
0.078,-0.736,0.875,-123.657,-5.31,7.629
0.115,-0.682,0.844,-124.084,59.814,22.766
0.172,-0.633,0.883,-126.526,67.383,22.095
0.189,-0.62,0.914,-125.488,50.476,16.968
0.19,-0.61,0.947,-118.347,-19.653,0.122
0.146,-0.6,0.986,-112.061,-46.936,-7.08
0.12,-0.587,0.973,-95.886,-46.509,-12.085
0.096,-0.559,0.916,-92.896,-21.362,-7.568
0.104,-0.533,0.898,-100.159,36.438,9.583
0.159,-0.503,0.91,-97.961,42.847,10.681
0.167,-0.505,0.926,-87.28,1.709,-4.7
0.138,-0.524,0.958,-83.74,-26.917,-10.925
0.117,-0.533,0.978,-80.444,-49.377,-11.658
0.085,-0.552,1.011,-76.599,-41.138,-8.362
0.087,-0.54,1,-65.063,-8.789,2.502
0.124,-0.475,0.971,-64.148,6.592,5.676
0.131,-0.464,0.999,-69.824,10.925,2.808
0.119,-0.473,1.075,-68.237,-3.906,-1.465
0.103,-0.481,1.107,-56.702,-40.344,-8.728
0.07,-0.491,1.146,-49.072,-47.485,-10.01
0.06,-0.495,1.152,-32.715,-29.48,-5.92
0.061,-0.483,1.109,-25.94,-11.169,-0.732
0.073,-0.464,1.069,-21.851,6.714,4.944
0.09,-0.416,1.02,-21.24,17.395,8.85
0.083,-0.41,1.024,-22.461,5.676,5.127
0.072,-0.415,1.04,-20.935,-22.644,-3.174
0.059,-0.428,1.067,-16.785,-26.062,-4.7
0.057,-0.435,1.066,-5.615,-13,-1.16
0.075,-0.424,1.022,-0.854,-3.418,2.075
0.084,-0.408,0.985,0.916,9.949,4.639
0.084,-0.391,0.948,-1.099,10.132,3.906
0.085,-0.387,0.947,-3.418,1.099,-1.099
0.072,-0.406,0.952,-3.174,-3.845,-3.662
0.068,-0.414,0.95,0.427,-4.883,-2.991
0.068,-0.408,0.927,2.319,-1.404,-1.465
0.068,-0.402,0.909,3.784,2.38,-0.427
0.073,-0.389,0.889,3.052,8.24,0.244
0.075,-0.385,0.889,0.977,10.132,-0.244
0.072,-0.39,0.891,-3.296,12.756,-2.747
0.071,-0.394,0.896,-4.211,11.658,-3.662
0.067,-0.391,0.898,-3.601,-0.366,-6.47
0.048,-0.398,0.896,-3.052,-6.287,-7.202
0.047,-0.397,0.895,-3.662,-5.066,-4.333
0.055,-0.384,0.905,-5.005,-1.648,-2.502
0.058,-0.385,0.915,-7.385,0,-1.404
0.056,-0.393,0.926,-7.507,-1.16,-1.221
0.057,-0.391,0.927,-6.104,-2.075,-0.854
0.062,-0.391,0.935,-5.249,-2.319,-0.916
0.062,-0.395,0.942,-2.808,-4.395,-0.488
0.064,-0.39,0.941,-2.197,-4.211,-0.122
0.061,-0.388,0.943,-3.052,-2.319,-0.244
0.056,-0.394,0.951,-4.15,1.038,-0.977
0.056,-0.404,0.958,-2.747,0.183,-0.671
0.054,-0.402,0.955,0.244,-0.061,1.099
0.06,-0.394,0.941,1.282,1.892,2.136
0.067,-0.387,0.931,1.16,5.859,2.869
0.074,-0.375,0.929,0.061,5.737,2.014
0.071,-0.375,0.929,0.305,0.488,-0.488
0.068,-0.376,0.917,0.916,-2.38,-1.099
0.071,-0.373,0.916,0.549,-4.089,-1.77
0.07,-0.377,0.926,-1.465,-4.7,-4.211
0.068,-0.386,0.929,-1.587,-2.93,-4.395
0.073,-0.39,0.931,0.122,4.761,-1.587
0.082,-0.387,0.923,1.343,7.996,-0.549
0.081,-0.388,0.914,2.625,7.874,-0.244
0.076,-0.391,0.901,2.93,5.493,-0.732
0.075,-0.394,0.899,2.869,1.465,-1.587
0.064,-0.402,0.91,2.93,0.122,-1.343
-0.115,-0.696,1.912,128.845,-70.679,-10.864
-0.128,-0.707,1.904,166.687,-28.809,8.057
-0.121,-0.661,1.736,188.11,-7.69,18.433
-0.083,-0.596,1.623,217.041,5.859,27.71
-0.008,-0.468,1.506,222.046,-8.24,21.484
-0.008,-0.441,1.513,236.572,-52.368,6.226
-0.014,-0.343,1.458,256.287,-67.81,6.775
-0.011,-0.267,1.323,297.302,-51.392,23.254
0.005,-0.111,0.96,308.96,-20.691,34.607
0.029,-0.037,0.763,315.552,10.62,44.739
0.076,0.041,0.358,318.359,46.875,51.025
0.106,0.055,0.169,315.369,59.814,49.194
0.142,0.049,0,300.11,63.538,38.94
0.178,-0.017,-0.31,294.739,48.401,29.785
0.187,-0.059,-0.452,274.597,22.278,15.015
0.151,-0.177,-0.736,257.812,24.475,12.024
0.111,-0.243,-0.859,224.365,74.89,25.452
-0.03,-0.284,-1.259,214.661,125.183,42.664
-0.134,-0.255,-1.58,170.776,247.131,82.642
-0.259,-0.275,-2.019,125.977,272.522,91.431
-0.22,-0.319,-2.013,78.674,235.413,82.52
-0.094,-0.482,-1.494,-2.38,13,11.658
-0.1,-0.602,-1.08,-34.973,-92.102,-28.442
-0.137,-0.713,-0.693,-71.594,-168.64,-62.134
-0.185,-0.907,-0.127,-80.2,-143.372,-53.65
-0.11,-1.024,0.084,-76.782,-41.992,-12.329
-0.056,-1.032,0.043,-58.655,27.832,20.569
0.019,-0.975,-0.142,-54.443,38.757,26.794
0.028,-0.939,-0.223,-54.81,40.039,27.71
0.032,-0.878,-0.299,-65.308,37.537,26.733
0.05,-0.855,-0.301,-72.571,36.743,27.832
0.074,-0.841,-0.289,-83.679,26.978,29.053
0.117,-0.824,-0.243,-87.83,19.348,28.259
0.129,-0.817,-0.224,-95.215,12.207,28.992
0.17,-0.789,-0.187,-99.121,11.414,30.64
0.194,-0.773,-0.171,-110.535,3.723,27.222
0.204,-0.76,-0.121,-118.347,-1.709,22.766
0.206,-0.76,-0.075,-132.935,-11.536,15.076
0.202,-0.768,0.037,-137.695,-16.296,11.719
0.192,-0.766,0.079,-142.151,-20.142,6.836
0.178,-0.757,0.142,-145.325,-16.235,5.737
0.168,-0.756,0.17,-149.78,-9.155,5.554
0.153,-0.753,0.194,-155.396,7.141,9.338
0.144,-0.736,0.223,-155.212,13.489,12.268
0.15,-0.723,0.256,-160.156,10.193,18.677
0.16,-0.703,0.386,-160.278,0.366,19.409
0.179,-0.696,0.459,-156.189,-23.437,15.625
0.201,-0.706,0.609,-154.48,-33.447,10.864
0.187,-0.718,0.657,-148.132,-20.203,8.484
0.163,-0.707,0.662,-145.813,10.132,15.869
0.164,-0.691,0.633,-142.273,76.843,38.574
0.227,-0.609,0.572,-138.794,85.205,44.983
0.282,-0.568,0.579,-136.108,65.613,42.847
0.317,-0.533,0.632,-144.409,-30.396,20.203
0.287,-0.535,0.829,-147.949,-75.562,2.38
0.24,-0.56,0.919,-140.198,-100.342,-23.437
0.158,-0.611,0.984,-132.996,-74.951,-23.987
0.137,-0.61,0.961,-117.004,4.15,2.075
0.202,-0.508,0.873,-112.366,34.546,16.296
0.263,-0.456,0.885,-123.169,31.25,16.418
0.286,-0.472,1.001,-130.493,-1.709,4.272
0.246,-0.504,1.074,-133.118,-73.608,-17.151
0.169,-0.541,1.197,-127.197,-85.999,-20.142
0.143,-0.561,1.24,-106.75,-41.199,-7.935
0.158,-0.541,1.233,-91.003,-1.526,3.54
0.194,-0.499,1.192,-78.064,36.804,12.695
0.237,-0.478,1.202,-75.684,62.744,15.625
0.231,-0.486,1.233,-71.289,-7.446,1.709
0.197,-0.5,1.257,-64.636,-43.518,-4.395
0.181,-0.507,1.253,-57.678,-60.364,-7.629
0.168,-0.509,1.24,-41.443,-44.739,-5.188
0.169,-0.488,1.169,-30.762,-28.687,-1.404
0.177,-0.463,1.11,-15.076,0.549,7.812
0.178,-0.42,0.993,-13,11.169,10.559
0.173,-0.402,0.952,-13.306,8.545,8.423
0.162,-0.381,0.903,-13.367,-3.662,4.211
0.158,-0.374,0.893,-13.794,-24.17,-3.418
0.152,-0.356,0.892,-14.282,-26.001,-4.944
0.153,-0.348,0.891,-15.625,-15.076,-3.723
0.142,-0.343,0.882,-16.602,-5.676,-2.38
0.137,-0.336,0.881,-18.311,4.578,-1.648
0.132,-0.319,0.881,-19.165,-1.587,-3.662
0.126,-0.317,0.89,-20.813,-14.709,-7.08
0.103,-0.341,0.946,-25.085,-38.94,-13.306
0.096,-0.359,0.98,-25.085,-40.344,-13.611
0.091,-0.37,1.005,-18.921,-25.269,-7.874
0.097,-0.368,1.013,-15.015,-13.855,-3.479
0.102,-0.362,1.01,-11.536,8.606,2.441
0.099,-0.358,1.007,-10.925,14.771,3.662
0.099,-0.357,1.008,-8.911,7.568,1.099
0.099,-0.361,1.013,-7.507,-1.465,-1.099
0.102,-0.363,1.022,-5.066,-8.484,-1.343
0.096,-0.369,1.03,-2.686,-5.005,0.549
0.1,-0.362,1.014,2.93,5.859,5.31
0.107,-0.34,0.964,4.395,9.827,6.592
0.112,-0.33,0.94,4.883,11.719,6.531
0.115,-0.324,0.924,2.808,9.277,3.235
0.112,-0.322,0.915,1.526,5.188,1.587
0.112,-0.322,0.91,0.488,-1.648,0.427
0.115,-0.32,0.905,0.061,-1.648,0.916
0.117,-0.315,0.903,-0.183,2.808,2.136
0.124,-0.309,0.9,-0.916,5.005,1.587
0.122,-0.314,0.905,-3.052,4.272,-0.916
0.113,-0.324,0.921,-3.54,0,-2.014
0.108,-0.329,0.932,-4.028,-5.615,-2.869
0.103,-0.333,0.953,-4.883,-12.695,-3.235
0.104,-0.336,0.962,-5.432,-11.78,-2.93
0.102,-0.339,0.969,-5.859,-5.31,-1.587
0.096,-0.341,0.975,-5.493,-1.892,-0.549
0.094,-0.341,0.978,-2.93,2.075,1.404
0.095,-0.344,0.977,-1.16,1.77,1.892
0.097,-0.341,0.973,1.587,-2.258,1.77
0.095,-0.339,0.96,2.197,-4.395,1.709
0.096,-0.337,0.957,2.136,-3.723,2.563
0.103,-0.333,0.946,2.014,-1.099,3.052
0.104,-0.33,0.939,1.831,1.953,3.357
0.104,-0.324,0.936,1.465,4.639,2.747
0.105,-0.323,0.94,1.77,3.662,1.953
0.106,-0.324,0.948,2.502,-1.404,0.854
-0.14,-0.564,2.193,97.229,-92.407,-22.156
-0.204,-0.609,2.229,161.133,-76.782,-1.282
-0.228,-0.615,2.088,187.439,-60.486,11.047
-0.21,-0.582,1.99,219.055,-33.997,27.283
-0.182,-0.509,1.894,230.835,-34.058,28.564
-0.178,-0.482,1.911,272.278,-50.476,29.663
-0.175,-0.379,1.954,307.434,-64.148,33.997
-0.153,-0.218,1.755,374.817,-65.063,55.237
-0.124,-0.099,1.541,399.109,-45.288,68.542
-0.083,0.045,1.245,423.035,12.573,92.407
0.03,0.33,0.616,417.358,41.382,99.854
0.084,0.427,0.338,389.221,69.336,93.445
0.186,0.494,-0.085,375.061,64.575,80.994
0.24,0.477,-0.274,346.313,36.621,52.002
0.283,0.306,-0.566,327.209,23.499,39.063
0.265,0.2,-0.727,295.837,20.63,26.184
0.157,0.052,-1.154,279.297,37.415,30.457
0.08,0.021,-1.391,258.118,70.496,43.213
-0.009,0.039,-1.994,197.815,171.509,82.703
-0.023,0.025,-2.247,93.506,198.425,86.426
0.036,-0.147,-2.182,34.79,148.621,62.622
0.064,-0.288,-1.87,-14.343,64.087,24.231
0.039,-0.46,-1.443,-81.726,-87.219,-48.34
-0.099,-0.807,-0.547,-99.67,-108.582,-59.143
-0.128,-0.933,-0.226,-98.267,-61.584,-32.532
-0.087,-1.055,0.032,-87.036,-24.048,-12.085
-0.054,-1.054,0,-64.575,29.297,17.151
0,-0.964,-0.209,-59.448,40.344,23.987
0.015,-0.897,-0.324,-65.735,46.265,28.137
0.043,-0.779,-0.46,-75.684,48.157,28.748
0.071,-0.745,-0.475,-98.45,46.814,28.381
0.147,-0.718,-0.416,-108.826,40.283,26.184
0.169,-0.723,-0.363,-122.864,18.494,21.24
0.194,-0.74,-0.266,-127.563,8.545,19.043
0.199,-0.737,-0.226,-132.996,-5.371,15.137
0.212,-0.722,-0.166,-135.803,-9.155,13.428
0.222,-0.717,-0.128,-149.048,-9.949,9.705
0.22,-0.73,-0.011,-157.41,-7.874,7.69
0.206,-0.745,0.052,-163.086,-5.432,6.287
0.194,-0.765,0.176,-161.194,-6.287,6.531
0.193,-0.77,0.239,-155.518,-15.991,5.798
0.192,-0.766,0.29,-141.235,-45.959,-2.197
0.179,-0.761,0.36,-142.029,-50.903,-8.118
0.155,-0.778,0.405,-157.654,-27.161,-11.719
0.094,-0.822,0.509,-159.668,-9.46,-6.287
0.088,-0.822,0.539,-140.137,9.827,13.55
0.153,-0.758,0.562,-126.221,6.714,20.325
0.193,-0.718,0.556,-113.586,-19.043,11.719
0.192,-0.731,0.578,-120.3,-32.959,1.465
0.16,-0.729,0.62,-138.428,-42.725,-7.812
0.13,-0.71,0.703,-137.085,-37.231,-8.423
0.121,-0.707,0.721,-126.038,-13.55,-2.197
0.123,-0.682,0.743,-119.995,-0.549,2.502
0.147,-0.654,0.755,-112,7.202,4.639
0.166,-0.651,0.804,-113.831,-1.831,1.038
0.152,-0.664,0.849,-121.399,-34.058,-6.348
0.122,-0.684,0.897,-119.324,-47.119,-11.78
0.1,-0.686,0.918,-115.967,-51.941,-15.503
0.083,-0.664,0.92,-104.614,-31.799,-14.526
0.089,-0.649,0.912,-101.746,-8.362,-9.766
0.108,-0.629,0.915,-104.431,26.062,1.953
0.142,-0.594,0.94,-103.088,19.592,1.709
0.14,-0.592,0.959,-94.238,-29.602,-12.512
0.097,-0.604,1.002,-89.661,-52.368,-20.203
0.07,-0.611,1.025,-84.595,-55.176,-22.827
0.047,-0.604,1.052,-82.275,-36.865,-16.724
0.057,-0.583,1.047,-74.524,11.047,-0.977
0.091,-0.542,1.036,-70.679,25.696,3.601
0.105,-0.523,1.046,-67.444,9.583,-1.404
0.075,-0.533,1.115,-66.772,-13.733,-8.606
0.042,-0.553,1.149,-63.171,-32.837,-13.733
0.013,-0.568,1.16,-47.058,-32.532,-9.827
0.016,-0.558,1.136,-39.612,-15.869,-2.38
0.024,-0.541,1.096,-28.137,18.311,11.169
0.056,-0.494,0.995,-23.804,24.841,13.489
0.066,-0.471,0.959,-21.24,13.428,8.24
0.067,-0.456,0.943,-21.24,3.479,3.662
0.069,-0.455,0.948,-22.156,-5.981,-0.549
0.071,-0.449,0.95,-21.606,-4.456,-0.305
0.072,-0.442,0.941,-17.273,5.92,2.869
0.086,-0.42,0.916,-15.808,10.925,4.7
0.091,-0.412,0.905,-15.198,12.146,4.7
0.09,-0.402,0.884,-15.198,8.667,3.113
0.096,-0.395,0.88,-17.822,-0.671,-2.258
0.081,-0.407,0.913,-19.958,-4.883,-4.761
0.074,-0.416,0.931,-20.142,-7.446,-5.554
0.078,-0.413,0.94,-17.212,-4.395,-2.197
